,batter_id,height,weight,age,position,bats,throws
604,488726,"6' 2""",200,31,LF,L,L
605,572041,"6' 1""",195,30,CF,R,R
606,444489,"6' 0""",215,31,C,R,R
607,474319,"6' 2""",225,31,1B,R,R
608,485567,"5' 11""",185,31,LF,L,L
609,543302,"6' 0""",200,30,C,L,R
610,573135,"6' 0""",200,29,SS,R,R
611,595386,"6' 1""",260,30,1B,R,R
612,150229,"6' 3""",250,41,C,L,R
613,501659,"5' 9""",210,29,CF,S,R
614,607043,"6' 3""",207,25,CF,L,R
615,456121,"6' 0""",195,38,OF,R,R
616,642086,"6' 0""",239,23,1B,L,L
617,608070,"5' 9""",165,26,3B,S,R
618,516949,"6' 1""",255,28,C,S,R
619,408047,"6' 4""",220,37,1B,L,R
620,641553,"6' 2""",210,26,CF,R,R
621,621035,"6' 1""",195,28,SS,R,R
622,622194,"6' 1""",250,27,C,L,R
623,547170,"6' 3""",230,26,LF,L,R
624,545338,"6' 1""",190,27,2B,S,R
625,608384,"6' 3""",195,25,RF,L,L
626,458085,"6' 0""",195,33,LF,L,R
627,452035,"6' 6""",265,32,1B,R,R
628,570481,"6' 3""",195,27,2B,R,R
629,592685,"6' 1""",200,26,CF,L,R
630,657557,"6' 1""",195,25,SS,R,R
631,133380,"6' 1""",205,40,3B,R,R
632,592696,"6' 1""",180,27,LF,L,R
633,453269,"6' 4""",225,33,RF,L,L
634,608701,"6' 0""",200,27,LF,R,R
635,596119,"6' 1""",200,26,C,S,R
636,624414,"6' 1""",180,23,3B,R,R
637,592325,"5' 11""",185,26,LF,L,L
638,424825,"5' 10""",185,38,CF,S,R
639,488862,"6' 2""",215,35,3B,R,R
640,493193,"6' 4""",250,36,1B,R,R
641,435559,"5' 11""",210,35,C,R,R
642,607345,"6' 4""",230,30,C,R,R
643,475100,"6' 4""",215,32,LF,R,R
644,452220,"6' 0""",200,35,SS,L,R
645,425766,"6' 3""",235,34,1B,L,L
646,622666,"6' 0""",195,24,3B,S,R
647,519083,"6' 0""",235,29,C,R,R
648,424325,"6' 2""",230,41,C,R,R
649,607385,"5' 11""",215,28,OF,L,L
650,605412,"6' 1""",200,27,2B,L,R
651,527038,"6' 3""",205,27,1B,R,R
652,543877,"5' 9""",195,28,C,R,R
653,450314,"6' 3""",210,37,2B,S,R
654,543376,"6' 3""",180,32,C,R,R
655,608703,"6' 1""",200,27,SS,R,R
656,552662,"6' 2""",220,29,RF,R,R
657,462564,"5' 11""",210,38,2B,R,R
658,425900,"5' 9""",215,34,C,S,R
659,451109,"6' 1""",210,34,C,R,R
660,572863,"6' 0""",200,31,C,R,R
661,425844,"6' 2""",200,34,P,R,R
662,455759,"6' 2""",200,35,RF,R,R
663,520471,"5' 10""",185,28,SS,S,R
664,489267,"6' 2""",200,35,2B,R,R
665,435263,"6' 3""",225,34,C,L,R
666,622534,"5' 11""",180,24,CF,R,R
667,543257,"6' 0""",215,29,RF,S,L
668,628329,"5' 9""",195,31,OF,R,R
669,518577,"5' 9""",190,32,CF,R,L
670,628338,"5' 10""",180,27,LF,R,L
671,433217,"5' 10""",192,34,2B,S,R
672,445988,"6' 0""",215,34,3B,R,R
673,446386,"6' 2""",200,32,RF,R,R
674,541650,"6' 1""",215,27,2B,R,R
675,621002,"5' 11""",200,24,2B,R,R
676,547004,"6' 1""",215,24,3B,L,R
677,444379,"6' 2""",202,35,RF,L,R
678,572228,"6' 3""",225,27,1B,R,R
679,600301,"6' 1""",195,29,SS,R,R
680,572033,"5' 10""",230,30,C,R,R
681,571868,"6' 2""",245,31,1B,L,R
682,622110,"6' 2""",170,27,3B,R,R
683,592647,"6' 2""",195,25,RF,S,R
684,474568,"6' 3""",210,32,SS,R,R
685,425877,"5' 11""",205,36,C,R,R
686,588751,"6' 0""",195,29,SS,R,R
687,605357,"6' 2""",205,29,C,R,R
688,542942,"6' 2""",210,28,C,R,R
689,518953,"5' 10""",175,32,OF,L,L
690,544725,"5' 8""",180,27,LF,S,R
691,595777,"6' 0""",190,25,SS,S,R
692,543939,"5' 9""",185,27,2B,L,R
693,503449,"6' 1""",255,29,P,R,R
694,474233,"6' 2""",220,30,C,L,R
695,476704,"6' 0""",180,34,2B,S,R
696,648717,"6' 1""",220,31,LF,R,R
697,460269,"6' 2""",230,35,C,R,R
698,434538,"6' 3""",218,34,P,L,L
699,543238,"6' 1""",190,28,P,L,L
700,493351,"6' 2""",180,37,SS,R,R
701,454560,"6' 2""",225,37,C,R,R
702,605227,"6' 1""",185,28,2B,R,R
703,493472,"6' 3""",215,31,1B,R,R
704,593871,"5' 11""",200,25,SS,S,R
705,457706,"6' 1""",198,31,CF,R,R
706,425794,"6' 7""",235,37,P,R,R
707,452678,"6' 0""",205,32,2B,S,R
708,592743,"6' 2""",200,29,SS,R,R
709,460099,"6' 4""",205,34,LF,R,R
710,642162,"5' 11""",200,26,3B,R,R
711,518614,"5' 10""",190,31,3B,L,R
712,592407,"6' 0""",205,30,C,R,R
713,595284,"6' 1""",195,26,C,S,R
714,431171,"6' 1""",220,35,3B,R,R
715,493596,"6' 0""",190,32,2B,R,R
716,591994,"6' 2""",215,26,RF,R,R
717,621020,"6' 1""",190,24,SS,R,R
718,477195,"6' 4""",220,31,1B,L,L
719,506924,"6' 0""",215,31,LF,R,R
720,506433,"6' 5""",220,32,P,R,R
721,435079,"6' 0""",200,36,2B,R,R
722,595963,"6' 4""",180,25,LF,R,R
723,506702,"5' 10""",225,29,C,S,R
724,571788,"5' 10""",180,30,2B,L,R
725,519068,"6' 0""",210,32,1B,L,L
726,578428,"5' 11""",194,28,SS,R,R
727,605113,"6' 2""",195,28,SS,R,R
728,431094,"5' 11""",200,36,2B,R,R
729,456422,"5' 11""",190,35,CF,L,R
730,519299,"5' 9""",180,32,2B,L,R
731,571974,"5' 11""",205,27,C,R,R
732,600869,"6' 1""",221,24,3B,S,R
733,502126,"6' 5""",225,31,OF,L,L
734,502205,"6' 3""",180,31,2B,R,R
735,461815,"6' 3""",210,36,LF,L,L
736,592351,"6' 4""",235,26,P,R,R
737,519295,"5' 11""",205,29,CF,R,R
738,474494,"5' 10""",185,31,2B,R,R
739,592592,"6' 2""",220,30,C,L,R
740,606299,"6' 0""",196,24,SS,R,R
741,444876,"6' 1""",205,31,SS,R,R
742,537953,"5' 10""",195,35,LF,S,L
743,446359,"6' 0""",205,33,3B,R,R
744,572182,"6' 1""",205,27,LF,S,R
745,460055,"6' 6""",235,34,LF,R,R
746,656669,"6' 1""",195,25,RF,R,R
747,542908,"6' 4""",235,28,C,R,R
748,514917,"5' 10""",160,28,2B,S,R
749,488681,"6' 2""",210,32,CF,R,R
750,457477,"6' 0""",195,34,OF,L,L
751,434636,"6' 2""",200,37,LF,S,R
752,570799,"5' 11""",210,27,3B,R,R
753,541608,"5' 8""",195,28,C,S,R
754,430203,"5' 11""",190,38,CF,L,L
755,451089,"6' 0""",225,30,RF,L,L
756,276519,"5' 7""",175,39,SS,S,R
757,621433,"6' 0""",185,24,RF,L,R
758,624428,"5' 10""",180,26,2B,L,R
759,542436,"6' 0""",185,27,SS,S,R
760,502261,"6' 2""",215,34,OF,R,R
761,605228,"6' 3""",240,26,P,R,R
762,493343,"6' 2""",230,33,LF,R,R
763,542208,"6' 0""",210,27,C,R,R
764,594838,"6' 1""",200,30,2B,R,R
765,502544,"6' 2""",190,31,OF,L,R
766,571912,"6' 3""",225,27,C,R,R
767,519141,"6' 6""",240,29,P,R,L
768,593523,"6' 0""",200,26,3B,L,R
769,506560,"5' 6""",160,29,SS,L,R
770,543216,"6' 1""",195,31,3B,L,R
771,425567,"6' 5""",210,37,RF,R,R
772,519023,"6' 1""",229,30,C,R,R
773,608324,"6' 0""",180,24,3B,R,R
774,642707,"6' 1""",175,22,SS,R,R
775,434540,"6' 5""",235,37,1B,L,L
776,460060,"5' 11""",195,34,2B,S,R
777,518586,"6' 0""",200,29,LF,R,R
778,456030,"5' 9""",175,35,2B,R,R
779,502190,"5' 10""",170,30,P,R,R
780,502374,"5' 10""",205,33,C,R,R
781,600303,"5' 11""",180,29,3B,L,R
782,595375,"6' 1""",180,26,SS,L,R
783,554429,"6' 1""",205,30,OF,L,R
784,572365,"5' 10""",180,30,2B,L,R
785,543432,"6' 4""",240,31,C,R,R
786,642082,"6' 2""",195,23,C,L,R
787,605480,"5' 10""",180,25,CF,L,R
788,594824,"6' 0""",190,29,SS,L,R
789,542642,"6' 0""",230,27,RF,R,R
790,592731,"6' 0""",213,29,LF,R,R
791,543148,"5' 10""",215,31,C,R,R
792,452657,"6' 4""",240,34,P,L,L
793,461865,"6' 1""",200,32,SS,S,R
794,621389,"6' 1""",213,27,P,R,L
795,543281,"5' 8""",185,31,2B,R,R
796,605170,"6' 1""",215,25,C,S,R
797,493114,"5' 9""",180,36,OF,L,R
798,553869,"6' 1""",215,27,C,R,R
799,491676,"6' 1""",196,31,CF,R,R
800,458689,"6' 4""",235,31,1B,R,R
801,596143,"6' 1""",180,25,2B,S,R
802,542255,"5' 11""",190,27,CF,L,L
803,430947,"5' 10""",195,34,SS,S,R
804,543213,"5' 8""",185,31,2B,R,R
805,609275,"6' 1""",190,23,SS,S,R
806,430912,"6' 3""",230,34,P,R,R
807,571841,"6' 0""",180,30,2B,S,R
808,570717,"5' 10""",190,26,OF,L,L
809,571466,"5' 11""",192,27,C,S,R
810,645277,"5' 8""",165,21,2B,S,R
811,430897,"6' 0""",195,37,RF,S,L
812,518542,"5' 9""",195,28,C,L,R
813,592863,"6' 1""",195,27,RF,L,R
814,656185,"6' 0""",175,25,CF,S,R
815,621311,"6' 2""",195,24,RF,L,R
816,488912,"5' 11""",200,35,C,R,R
817,474443,"5' 11""",200,31,2B,R,R
818,488818,"6' 1""",197,31,3B,R,R
819,608671,"6' 2""",185,27,RF,L,R
820,467070,"5' 11""",205,33,2B,S,R
821,599096,"5' 10""",210,24,2B,R,R
822,596057,"6' 2""",185,25,P,L,L
823,519421,"6' 1""",225,30,OF,L,R
824,489365,"6' 1""",205,31,C,L,R
825,502100,"5' 10""",195,33,LF,L,L
826,463610,"5' 10""",200,33,SS,R,R
827,475115,"6' 6""",245,31,P,R,R
828,446381,"5' 10""",180,32,2B,R,R
829,518490,"6' 0""",215,29,LF,R,R
830,475243,"5' 11""",175,31,P,R,L
831,467143,"6' 2""",195,30,3B,R,R
832,571918,"6' 1""",195,28,3B,R,R
833,488852,"6' 5""",215,31,1B,L,R
834,595144,"6' 0""",195,26,CF,L,L
835,669720,"6' 1""",195,23,RF,R,R
836,542993,"5' 9""",170,29,OF,S,R
837,622270,"6' 1""",200,27,2B,R,R
838,543776,"5' 11""",195,31,RF,L,L
839,572073,"6' 1""",185,27,CF,R,L
840,449107,"5' 10""",205,37,SS,R,R
841,641432,"5' 8""",187,23,LF,L,R
842,502582,"6' 1""",200,32,RF,L,L
843,543037,"6' 4""",225,28,P,R,R
844,519168,"6' 7""",240,29,P,R,R
845,519082,"6' 1""",185,29,3B,L,R
846,518568,"5' 10""",185,29,2B,R,R
847,451192,"6' 2""",210,33,1B,L,L
848,460077,"6' 1""",205,35,C,R,R
849,664056,"6' 0""",195,24,RF,R,R
850,592710,"5' 11""",186,29,3B,R,R
851,592444,"6' 2""",201,26,LF,R,R
852,571740,"6' 0""",160,28,CF,S,R
853,595238,"6' 1""",200,27,CF,L,L
854,458913,"5' 10""",195,33,CF,S,R
855,573088,"6' 5""",195,28,CF,R,R
856,408299,"5' 11""",195,36,2B,R,R
857,502226,"6' 2""",190,34,RF,R,R
858,593700,"6' 0""",170,25,2B,S,R
859,642708,"6' 2""",189,22,SS,R,R
860,608061,"6' 1""",203,29,3B,R,R
861,623143,"6' 2""",193,26,C,R,R
862,502182,"5' 10""",210,32,C,L,R
863,501303,"6' 1""",170,29,SS,S,R
864,500743,"5' 11""",195,29,SS,R,R
865,595426,"6' 2""",190,29,1B,L,L
866,502523,"5' 11""",175,30,SS,S,R
867,453539,"5' 9""",180,36,LF,L,L
868,455369,"5' 11""",200,33,2B,S,R
869,502481,"5' 10""",165,34,CF,L,R
870,518774,"6' 4""",215,29,P,R,R
871,544931,"6' 5""",235,30,P,R,R
872,425664,"5' 9""",190,37,CF,S,R
873,591720,"5' 8""",151,26,2B,R,R
874,425549,"6' 1""",200,39,SS,R,R
875,492841,"5' 9""",180,36,2B,S,R
876,595005,"6' 0""",185,30,OF,R,R
877,605183,"6' 2""",200,28,OF,R,R
878,591712,"6' 1""",230,25,C,R,R
879,547172,"5' 10""",200,26,C,L,R
880,543829,"5' 11""",170,30,2B,L,R
881,572788,"6' 2""",220,29,P,R,R
882,570489,"5' 10""",170,26,2B,S,R
883,600474,"6' 1""",219,25,C,R,R
884,400085,"5' 11""",175,44,RF,L,R
885,605509,"6' 2""",171,28,SS,R,R
886,451532,"6' 1""",240,34,P,R,R
887,150359,"6' 4""",230,41,P,R,R
888,501992,"6' 3""",225,30,P,R,R
889,453286,"6' 3""",215,34,P,R,R
890,542963,"6' 1""",195,29,C,L,R
891,502009,"6' 6""",245,30,P,R,R
892,621563,"6' 1""",190,28,2B,L,R
893,543557,"6' 5""",215,29,P,L,L
894,445055,"5' 11""",195,33,RF,L,L
895,641319,"5' 9""",158,26,2B,L,R
896,620446,"6' 0""",185,22,SS,S,R
897,545337,"5' 11""",195,27,SS,L,R
898,519184,"5' 9""",175,30,OF,L,R
899,452672,"6' 0""",225,38,C,R,R
900,643393,"5' 6""",165,26,LF,L,R
901,657077,"6' 0""",205,22,CF,L,L
902,607257,"5' 9""",200,31,C,L,R
903,501800,"6' 2""",215,34,OF,R,R
904,542881,"6' 4""",210,28,P,L,L
905,448802,"6' 2""",215,32,P,L,L
906,573186,"5' 8""",180,27,P,R,R
907,449786,"6' 2""",240,34,C,S,R
908,621471,"5' 10""",185,25,CF,L,L
909,553988,"6' 1""",190,26,2B,R,R
910,553882,"5' 11""",220,26,C,L,R
911,645848,"6' 2""",180,29,P,R,R
912,518653,"5' 10""",180,31,2B,R,R
913,502273,"6' 0""",195,31,SS,L,R
914,218596,"6' 1""",175,43,P,R,R
915,285064,"6' 4""",215,41,P,R,R
916,430652,"5' 9""",195,36,CF,R,R
917,453385,"6' 5""",240,35,P,L,L
918,501986,"5' 11""",200,30,OF,L,L
919,592662,"6' 2""",195,27,P,L,L
920,543734,"6' 2""",195,31,P,L,L
921,593495,"5' 11""",190,25,2B,R,R
922,408242,"5' 11""",190,41,C,R,R
923,112526,"5' 11""",285,45,P,R,R
924,430948,"5' 9""",225,35,3B,S,R
925,408241,"6' 1""",195,37,P,R,R
926,543706,"5' 11""",200,33,2B,R,R
927,455755,"6' 4""",215,36,C,R,R
928,457574,"6' 1""",200,32,C,R,R
929,514913,"5' 11""",200,28,SS,R,R
930,519071,"5' 10""",185,28,2B,S,R
931,452718,"6' 3""",220,34,P,R,R
932,502570,"6' 1""",185,30,C,R,R
933,594902,"6' 4""",190,26,P,R,R
934,592567,"6' 4""",205,26,3B,L,R
935,594798,"6' 4""",180,30,P,L,R
936,468406,"5' 9""",180,33,2B,S,R
937,606132,"6' 2""",180,24,CF,L,L
938,628317,"6' 1""",175,30,P,R,R
939,518902,"6' 0""",190,30,SS,R,R
940,643335,"6' 1""",175,26,CF,L,L
941,595956,"6' 3""",230,25,C,R,R
942,542364,"5' 11""",160,27,LF,L,R
943,456124,"6' 4""",250,38,C,R,R
944,435078,"6' 1""",185,34,3B,R,R
945,453203,"5' 9""",170,33,LF,R,R
946,592419,"6' 3""",205,29,CF,L,R
947,460131,"6' 3""",215,34,LF,L,L
948,608365,"6' 0""",200,24,SS,R,R
949,593428,"6' 1""",210,26,SS,R,R
