,weight_(oz),circumference_(in),avg_seam_height,avg_ccor,avg_ds,year
0,5.120124999999999,9.107916666666666,0.040501666666666665,0.49133333333333323,12740.875,2015
1,5.122499999999999,9.079,0.03843200000000001,0.4941000000000001,12926.4,2016
2,5.104863,9.08,0.038,0.476463,12926.0,2017
